Shim ID,FHFC Key,HUD REMS,Public Housing Development #,Florida DOR Parcel,Development Name,Street Address,City,Zip Code,County,County Size,Housing Programs,Total Units,Assisted Units,HUD/RD Rental Assistance Units,Public Housing ACC Units,FHFC Funded,HUD Multifamily Funded,HUD Public Housing Funded,RD Funded,LHFA Funded,Target Population,Occupancy Status,Affordability Start Date,Year built (property appraiser),Owner Type,Overall year of subsidy expiration,Latitude,Longitude,Census Tract,Census Block Group,Number of 0 BR,Number of 1 BR,Number of 2 BR,Number of 3 BR,Number of 4 or more BR,Developer Name and Contact Information,Owner Name and Contact information,Units <=35% AMI,Units 40-50% AMI,Units 55-60% AMI,Units 65-80% AMI,Units >80% AMI,0 BR Av. Rent ($),1 BR Av. Rent ($),2 BR Av. Rent ($),3 BR Av. Rent ($),4+ BR Av. Rent ($),Average Rent/FMR ratio,0 BR Utility Allowance ($),1 BR Utility Allowance ($),2 BR Utility Allowance ($),3 BR Utility Allowance ($),4 BR Utility Allowance ($),Occupancy Rate,Last Property Sale Price ($),Last Property Sale Date,Just Value ($),Has Housing Credits 4%,Has Housing Credits 9%,Has SAIL,Has State Bonds,Has State HOME,Has EHCL,Has Demonstration,Has PLP,Has Rental Assistance/HUD,Has Section 202 Capital Advance,Has Section 202 Direct Loan,Has Section 811,Has HUD Use Agreement,Has Section 542,Has Section 207,Has Section 231,Has Public Housing,RAD conversion,Has Rental Assistance/RD,Has Section 515,Has Section 514/516,Has Local Bonds,HC 4% Funding Year,HC 9% Funding Year,SAIL Funding Year,State Bonds Funding Year,State HOME Funding Year,HUD Rental Assistance Current Contract Start Date,Section 202 Direct Loan Funding Date,Rental Assistance/RD Funding Date,Section 515 Funding Date,Section 514/516 Funding Date,HC 4% Expiration Date,HC 9% Expiration Date,SAIL Expiration Date,State Bonds Expiration Date,State HOME Expiration Date,HUD Mark-to-Market Est. Expiration Date,HUD Rental Assistance Expiration Date,HUD Section 202 Capital Advance Expiration Date,HUD Section 202 Direct Loan Maturity Date,HUD Section 811 Capital Advance Expiration Date,HUD Use Agreement Expiration,Section 514/516 Maturity Date,Section 515 Maturity Date,Local Bonds Maturity Date,FHFC Preservation Set-Aside,In QCT 2022,In DDA 2022,Average Household Size (Persons),% of Households w/Elderly Member,% of Households w/Children,% White (non-Hispanic),% Asian (non-Hispanic),% Black (non-Hispanic),% Hispanic,Average Annual Household Income ($),"% $0-4,999","% $5,000-9,999","% $10,000-14,999","% $15,000-19,999","% $20,000 and above",Average Annual Household Income (% AMI),% 0-30% AMI,% 30-50% AMI,% above 50% AMI,# of Households Reporting,Tenant Data Source,"Vacancy Rate, 2018-2022, Tract","Vacancy Rate, 2018-2022, County","Homeownership Rate, 2018-2022, Tract","Homeownership Rate, 2018-2022, County","Renter Rate, 2018-2022, Tract","Renter Rate, 2018-2022, County","Rental Vacancy Rate, 2018-2022, Tract","Rental Vacancy Rate, 2018-2022, County","% White, Non-Hispanic, 2018-2022, Tract","% White, Non-Hispanic, 2018-2022, County","% African-American, Non-Hispanic, 2018-2022, Tract","% African-American, Non-Hispanic, 2018-2022, County","% Hispanic, 2018-2022, Tract","% Hispanic, 2018-2022, County","% Asian, Non-Hispanic, 2018-2022, Tract","% Asian, Non-Hispanic, 2018-2022, County","% Other Race, Non-Hispanic, 2018-2022, Tract","% Other Race, Non-Hispanic, 2018-2022, County","Median Single Family Sale Price, 2023, Tract","Median Single Family Sale Price, 2023, County","Change in Median Single Family Sales Price, 2019-2023, Tract","Change in Median Single Family Sales Price, 2019-2023, County","Average Just Value/Sq. Ft, Single Family 2023, Tract ($)","Average Just Value/Sq. Ft, Single Family 2023, County ($)","Average Just Value/Sq. Ft, Multifamily 10+ Units 2023, Tract ($)","Average Just Value/Sq. Ft, Multifamily 10+ Units 2023, County ($)","Median Just Value/Sq. Ft, Single Family 2023, Tract ($)","Median Just Value/Sq. Ft, Single Family 2023, County ($)","Median Just Value/Sq. Ft, Multifamily 10+ Units 2023, Tract ($)","Median Just Value/Sq. Ft, Multifamily 10+ Units 2023, County ($)","Median Condo Sale Price, 2023, Tract","Median Condo Sale Price, 2023, County","% of Households with at least one child age 0-17, 2018-2022, Tract","% of Households with at least one child age 0-17, 2018-2022, County","% of Households with at least one person age 65 or older, 2018-2022, Tract","% of Households with at least one person age 65 or older, 2018-2022, County",Total Living Area,Number of Buildings,REAC Score (HUD only),REAC Inspection Date,Construction Type (FHFC Only)',In unincorporated area
2009,21,800004383,-,6655057000,Pine Meadows Apartments,7025 W University Avenue,Alachua-Unincorporated,32607,Alachua,Medium,HUD Mark-to-Market;Housing Credits 4%;Rental Assistance/HUD;Section 221(d)(4) MKT;State Bonds;State HOME,78,78,78.0,,x,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2063.0,29.651930979,-82.418229991,2217,2,0,16,46,16,0,"Kimberly Murphy, 1002 West 23rd Street, Suite 400, Panama City, 324053608, contact phone: 8509143226, email: kim.murphy@royalamerican.com","Pine Meadow Redevelopment, Ltd 1022 W 23d Street, Suite 400 -  Panama City, FL 32405-  850-769-8981",16.0,52.0,10.0,0.0,0.0,-,853,1021,1155,-,102,-,58,91,131,-,100,,,1761500,x,-,-,x,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,-,-,2010,2009,2024,-,-,-,-,2063,-,-,2062,2061,2034,2034,-,-,-,-,-,-,,N,N,N,1.9,56.0,29,5,-1,3,64,14588,18,8,44,5,25,19,81,15,4,75,HUD Picture of Subsidized Households,0.25,0.12,0.12,0.55,0.88,0.45,0.96,0.59,0.36,0.6,0.36,0.19,0.21,0.11,0.02,0.06,0.06,0.04,142500.0,320000.0,73500.0,93700.0,86.0,140.0,104.0,125.0,86.0,141.0,103.0,114.0,152000.0,180000.0,27.54,22.34,9.73,26.18,88886,15,97,2025-07-16,not avail.,x
436,683,800209673,-,6938000000,Reserve At Kanapaha,4440 SW Archer Road,Alachua-Unincorporated,32608,Alachua,Medium,Housing Credits 4%;Section 223(f) Refi/Purchase,272,56,,,x,x,-,-,-,Family,Ready for Occupancy,1997,1998,For-Profit,2030.0,29.615504988,-82.39144696,2219,1,0,88,112,66,6,"Joseph Chapman IV, 1002 West 23rd Street, Suite 400, Panama City, 32405, contact phone: 8507698981, email: joey.chapman@royalamerican.com",,0.0,56.0,0.0,0.0,0.0,-,406,530,548,606,69,-,134,181,253,325,99,,,7891700,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-,-,-,-,-,-,2030,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,N,2.07,27.0,42,not avail.,not avail.,not avail.,not avail.,29830,2,0,18,7,73,35.24,44,38,18,55,FHFC TIC Report,0.16,0.12,0.35,0.55,0.65,0.45,0.95,0.59,0.44,0.6,0.3,0.19,0.13,0.11,0.1,0.06,0.03,0.04,203000.0,320000.0,105000.0,93700.0,129.0,140.0,118.0,125.0,112.0,141.0,101.0,114.0,189500.0,180000.0,18.83,22.34,19.94,26.18,319771,20,92,2025-08-19,New Construction,x
7510,2876,-,-,6237028030,Santa Fe Hills Home Arc of Alachua County,2626 NW 104th Court,Alachua-Unincorporated,32606,Alachua,Medium,Legislative Appropriation,6,6,,,x,-,-,-,-,Persons with Disabilities,Ready for Occupancy,2018,2020,Non-Profit,2028.0,29.67801102,-82.452206035,2204,2,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,"Arc of Alachua County, Inc.",2.0,0.0,4.0,0.0,0.0,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,,,not avail.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,not avail.,N,N,1.0,,not avail.,not avail.,not avail.,not avail.,not avail.,9097,0,83,17,0,0,18,100,0,0,6,FHFC TIC Report,0.08,0.12,0.75,0.55,0.25,0.45,0.35,0.59,0.68,0.6,0.08,0.19,0.09,0.11,0.11,0.06,0.04,0.04,372450.0,320000.0,113450.0,93700.0,156.0,140.0,128.0,125.0,156.0,141.0,128.0,114.0,237000.0,180000.0,36.67,22.34,34.88,26.18,not avail.,1,-,-,not avail.,x
1693,752,-,-,6230026001,Santa Fe Oaks I,8203 NW 31st Avenue,Alachua-Unincorporated,32606,Alachua,Medium,Housing Credits 4%;Housing Credits 9%;Local Bonds,66,66,,,x,-,-,-,x,Family,Ready for Occupancy,1992,1993,For-Profit,2042.0,29.680885579,-82.428810293,1701,4,0,0,0,66,0,"Kristin Miller, 340 Pemberwick Road, Greenwich, 06831, contact phone: 2038690900, email: millerk@richmancapital.com",Richman Group,0.0,0.0,66.0,0.0,0.0,-,-,-,965,-,84,-,-,-,73,-,94,,,3374700,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,2008,1990,-,-,-,-,-,-,-,-,2040,2022,-,-,-,-,-,-,-,-,-,-,-,2042.0,N,N,N,3.59,10.0,82,not avail.,not avail.,not avail.,not avail.,31112,5,3,10,13,69,31.64,49,35,16,61,FHFC TIC Report,0.15,0.12,0.38,0.55,0.62,0.45,1.0,0.59,0.63,0.6,0.12,0.19,0.1,0.11,0.07,0.06,0.08,0.04,312000.0,320000.0,112000.0,93700.0,142.0,140.0,110.0,125.0,142.0,141.0,92.0,114.0,0.0,180000.0,12.81,22.34,44.71,26.18,156647,11,-,-,Acquisition/Rehab - New Construction,x
1798,753,-,-,6230024000,Santa Fe Oaks II,8008 NW 31st Avenue,Alachua-Unincorporated,32606,Alachua,Medium,Housing Credits 4%;Housing Credits 9%;Local Bonds,129,129,,,x,-,-,-,x,Family,Ready for Occupancy,1994,1991,For-Profit,2049.0,29.680150061,-82.428950328,1701,4,0,0,0,129,0,"Kristin Miller, 340 Pemberwick Road, Greenwich, 06831, contact phone: 2038690900, email: millerk@richmancapital.com",Richman Group,0.0,0.0,129.0,0.0,0.0,-,-,-,785,-,72,-,-,-,150,-,95,,,1610000,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,2008,1992,-,-,-,-,-,-,-,-,not avail.,2033,-,-,-,-,-,-,-,-,-,-,-,2038.0,N,N,N,3.57,7.0,89,not avail.,not avail.,not avail.,not avail.,39235,2,3,5,4,86,39.97,26,45,29,122,FHFC TIC Report,0.15,0.12,0.38,0.55,0.62,0.45,1.0,0.59,0.63,0.6,0.12,0.19,0.1,0.11,0.07,0.06,0.08,0.04,312000.0,320000.0,112000.0,93700.0,142.0,140.0,110.0,125.0,142.0,141.0,92.0,114.0,0.0,180000.0,12.81,22.34,44.71,26.18,80515,17,-,-,New Construction,x
74070,-,-,FL070000001,6675020039,Scattered Sites 001,924 SW 61st St,Alachua-Unincorporated,32607,Alachua,Medium,Public Housing,276,255,,255.0,-,-,x,-,-,Elderly;Family,Ready for Occupancy,1971,1984,Public Housing Authority,,29.643354993,-82.408978968,2218,1,not avail.,36,107,132,not avail.,not avail.,not avail.,,,,,,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,,,44500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,N,N,3.1,13.0,not avail.,15,1,0,3,20731,10,6,27,12,44,24,70,19,11,234,HUD Picture of Subsidized Households,0.17,0.12,0.32,0.55,0.68,0.45,0.76,0.59,0.28,0.6,0.34,0.19,0.2,0.11,0.14,0.06,0.04,0.04,219000.0,320000.0,159000.0,93700.0,126.0,140.0,103.0,125.0,104.0,141.0,105.0,114.0,0.0,180000.0,18.34,22.34,12.13,26.18,1756,1,-,-,not avail.,x
1251,1071,-,-,16128000000,Verdant Cove,4260 SE 10th Place,Alachua-Unincorporated,32641,Alachua,Medium,Housing Credits 9%,140,140,,,x,-,-,-,-,Family,Ready for Occupancy,2003,not avail.,For-Profit,2053.0,29.642288983,-82.272922994,600,3,0,42,56,42,0,"Paul Sween, 2905 Northwest Boulevard, Suite 150, Plymouth , 55441, contact phone: 7633545603, email: psween@dominiuminc.com",Dominium LLC,23.0,9.0,108.0,0.0,0.0,-,330,543,606,-,55,-,65,86,110,-,95,,,100,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-,-,-,-,-,-,2053,-,-,-,-,-,-,-,-,-,-,-,,N,Y,N,2.27,30.0,40,not avail.,not avail.,not avail.,not avail.,18844,7,14,25,16,38,22.14,75,21,4,102,FHFC TIC Report,0.12,0.12,0.39,0.55,0.61,0.45,0.07,0.59,0.02,0.6,0.95,0.19,0.01,0.11,0.0,0.06,0.02,0.04,132250.0,320000.0,33250.0,93700.0,94.0,140.0,76.0,125.0,88.0,141.0,72.0,114.0,0.0,180000.0,41.63,22.34,30.7,26.18,not avail.,19,-,-,New Construction,x
503,-,-,-,4907002000,Archer Homes,13363 SW 161ST WAY,Archer,32618,Alachua,Medium,Rental Assistance/RD;Section 515,24,24,21.0,,-,-,-,x,-,Family,Ready for Occupancy,1983,1983,Limited Dividend,2032.0,29.531268999,-82.513717973,2209,1,-,2,18,4,-,not avail.,not avail.,,,,,,-,586,606,100,-,57,-,not avail.,not avail.,not avail.,-,not avail.,140000.0,2021-3,16000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,1983,1983,-,-,-,-,-,-,-,-,-,-,-,-,-,2032,,-,N,N,1.91,13.0,26,26,0,70,0,20643,0,17,17,22,43,44,not avail.,not avail.,not avail.,46,RD Multi Family Tenant Report,0.01,0.12,0.83,0.55,0.17,0.45,0.24,0.59,0.65,0.6,0.1,0.19,0.13,0.11,0.08,0.06,0.04,0.04,389450.0,320000.0,120450.0,93700.0,154.0,140.0,102.0,125.0,163.0,141.0,101.0,114.0,0.0,180000.0,26.46,22.34,35.36,26.18,not avail.,not avail.,-,-,not avail.,
82,-,-,-,4976004000,"Archer Village, Ltd",506 E. HIGH ST.,Archer,32618,Alachua,Medium,Rental Assistance/RD;Section 515,24,24,23.0,,-,-,-,x,-,Elderly,Ready for Occupancy,1990,not avail.,Limited Dividend,2040.0,29.52903715,-82.512724035,2209,1,-,20,4,-,-,not avail.,not avail.,,,,,,-,554,594,-,-,72,-,not avail.,not avail.,-,-,not avail.,140000.0,2021-3,16000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,1990,1990,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,,,N,N,1.1,78.0,0,60,0,40,0,18777,0,50,25,10,15,28,not avail.,not avail.,not avail.,23,RD Multi Family Tenant Report,0.01,0.12,0.83,0.55,0.17,0.45,0.24,0.59,0.65,0.6,0.1,0.19,0.13,0.11,0.08,0.06,0.04,0.04,389450.0,320000.0,120450.0,93700.0,154.0,140.0,102.0,125.0,163.0,141.0,101.0,114.0,0.0,180000.0,26.46,22.34,35.36,26.18,not avail.,not avail.,-,-,not avail.,
7235,2652,-,-,9238007000,12th Road Home,1800 NW 12th Road,Gainesville,32605,Alachua,Medium,Legislative Appropriation,6,6,,,x,-,-,-,-,Persons with Disabilities,Ready for Occupancy,2015,1964,Non-Profit,2025.0,29.66408499,-82.346863031,1000,1,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,"Arc of Alachua County, Inc.",2.0,0.0,4.0,0.0,0.0,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,100,,,242900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,not avail.,N,N,1.0,,0,not avail.,not avail.,not avail.,not avail.,13200,0,0,100,0,0,19.33,100,0,0,6,FHFC TIC Report,0.14,0.12,0.39,0.55,0.61,0.45,0.88,0.59,0.73,0.6,0.05,0.19,0.14,0.11,0.04,0.06,0.04,0.04,405000.0,320000.0,111900.0,93700.0,154.0,140.0,158.0,125.0,147.0,141.0,141.0,114.0,328000.0,180000.0,9.34,22.34,12.55,26.18,3761,1,-,-,not avail.,
1486,-,800003899,-,7905000000,"Alternative Housing, Inc.",1342 NW 45TH AVE,Gainesville,32605,Alachua,Medium,Rental Assistance/HUD;Section 202 Direct Loan,12,12,12.0,,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1987,1986,Non-Profit,2027.0,29.696168988,-82.340189024,1203,1,-,12,-,-,-,not avail.,"Alternative Housing, Inc. 3303 NW 83rd St -  Gainesville, FL 32606-6227  352-334-4060",,,,,,-,889,-,-,-,104,-,0,-,-,-,not avail.,,,350900,-,-,-,-,-,-,-,-,x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,1988,-,-,-,-,-,-,-,-,-,2027,-,2027,-,-,-,-,,-,N,N,1.0,31.0,not avail.,77,-1,-1,8,15632,-1,-1,62,15,23,24,69,31,0,13,HUD Picture of Subsidized Households,0.05,0.12,0.42,0.55,0.58,0.45,0.81,0.59,0.56,0.6,0.18,0.19,0.13,0.11,0.03,0.06,0.1,0.04,249000.0,320000.0,97800.0,93700.0,138.0,140.0,105.0,125.0,134.0,141.0,113.0,114.0,141000.0,180000.0,21.81,22.34,12.44,26.18,5149,1,91,2025-01-21,not avail.,
7233,2623,800241635,-,15616000000,Arbours at Tumblin Creek,1309 SW 13th Street,Gainesville,32608,Alachua,Medium,Housing Credits 9%;Section 221(d)(4) MKT,64,64,,,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,2014,2018,For-Profit,2065.0,29.638402001,-82.339059982,806,1,0,36,28,0,0,"Samuel  Johnston, 33 Inverness Center Parkway, Suite LL130, Birmingham, 35242, contact phone: 2059813300, email: sam@cahabavalley.net",,7.0,0.0,57.0,0.0,0.0,not avail.,669,744,not avail.,not avail.,93,not avail.,77,88,not avail.,not avail.,99,,,not avail.,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,-,-,-,-,-,-,-,-,-,2065,-,-,-,-,-,-,-,-,-,-,-,,not avail.,Y,N,1.05,71.0,0,not avail.,not avail.,not avail.,not avail.,20691,0,14,21,21,44,28.17,63,31,6,63,FHFC TIC Report,0.14,0.12,0.1,0.55,0.9,0.45,0.68,0.59,0.52,0.6,0.07,0.19,0.14,0.11,0.22,0.06,0.06,0.04,0.0,320000.0,-200000.0,93700.0,150.0,140.0,116.0,125.0,149.0,141.0,99.0,114.0,185000.0,180000.0,16.82,22.34,7.16,26.18,30927,1,94,2025-05-08,New Construction,
7861,3293,-,-,6496000000,Banyan Hammock Apartments,301 NW 39th Road,Gainesville,32607,Alachua,Medium,Extremely Low Income;Housing Credits 4%;SAIL;State Bonds,192,192,,,x,-,-,-,-,Family;Link,Ready for Occupancy,2022,not avail.,not avail.,2073.0,29.655767179,-82.380734655,1605,6,-,36,120,36,-,,,8.0,10.0,130.0,44.0,0.0,,,,,,not avail.,,,,,,not avail.,,,,x,-,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2021,-,2020,2020,-,-,-,-,-,-,2073,-,2072,2072,-,-,-,-,-,-,-,-,-,,,not avail.,N,2.1,10.0,50,not avail.,not avail.,not avail.,not avail.,37444,1,1,6,6,86,44.77,20,44,36,187,FHFC TIC Report,0.22,0.12,0.27,0.55,0.73,0.45,0.84,0.59,0.63,0.6,0.13,0.19,0.16,0.11,0.02,0.06,0.06,0.04,255000.0,320000.0,109000.0,93700.0,129.0,140.0,116.0,125.0,125.0,141.0,115.0,114.0,154500.0,180000.0,10.4,22.34,6.77,26.18,,,-,-,not avail.,
1264,-,800003978,-,16106130000,Carver Gardens,1101 SE 15TH ST,Gainesville,32641,Alachua,Medium,Rental Assistance/HUD,100,100,100.0,,-,x,-,-,-,Family,Ready for Occupancy,1970,1970,Non-Profit,2034.0,29.640919003,-82.305229028,700,3,-,24,36,40,-,not avail.,"FFAH Carver Gardens LLC 69 NW Newport Avenue Suite 200 -  Bend, OR 97703-  9494439101",,,,,,-,931,1027,1204,-,85,-,51,66,83,-,not avail.,,,2360000,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,-,-,-,-,-,-,-,-,-,-,2034,-,-,-,-,-,-,,-,Y,N,2.5,20.0,not avail.,1,-1,2,4,8481,45,8,28,11,8,11,94,6,0,93,HUD Picture of Subsidized Households,0.14,0.12,0.65,0.55,0.35,0.45,0.08,0.59,0.3,0.6,0.63,0.19,0.05,0.11,0.0,0.06,0.03,0.04,170000.0,320000.0,60250.0,93700.0,95.0,140.0,95.0,125.0,93.0,141.0,83.0,114.0,0.0,180000.0,27.83,22.34,37.94,26.18,80917,13,96,2024-09-04,not avail.,
7701,3034,-,-,7879005004,Deer Creek Senior Housing,2200 55th Boulevard,Gainesville,32641,Alachua,Medium,Housing Credits 9%;Predevelopment Loan Program,62,62,,,x,-,-,-,-,Elderly;Family;Link,Ready for Occupancy,2019,2022,Non-Profit,2071.0,29.705963,-82.353483,1202,3,0,40,22,0,0,,,7.0,0.0,55.0,0.0,0.0,,,,,,not avail.,,,,,,not avail.,,,,-,x,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019,-,-,-,-,-,-,-,-,-,2071,-,-,-,-,-,-,-,-,-,-,-,,,N,N,1.11,100.0,0,not avail.,not avail.,not avail.,not avail.,23017,0,3,13,24,60,31.05,50,48,2,62,FHFC TIC Report,0.06,0.12,0.72,0.55,0.28,0.45,0.82,0.59,0.64,0.6,0.14,0.19,0.14,0.11,0.02,0.06,0.06,0.04,280000.0,320000.0,100000.0,93700.0,144.0,140.0,85.0,125.0,144.0,141.0,74.0,114.0,164000.0,180000.0,26.03,22.34,23.17,26.18,,,-,-,not avail.,
1655,1072,-,-,8159010001,Eden Park at Ironwood,1400 NE 39th Avenue,Gainesville,32609,Alachua,Medium,Housing Credits 4%;Local Bonds;SAIL,104,104,,,x,-,-,-,x,Family,Ready for Occupancy,2002,2004,For-Profit,2052.0,29.688526467,-82.307422916,1902,1,0,0,40,64,0,not avail.,"Jennings Development Group, Inc.",0.0,0.0,104.0,0.0,0.0,-,-,687,770,-,85,-,-,188,229,-,96,,,2070800,x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,2005,-,2000,-,-,-,-,-,-,-,2037,-,2052,-,-,-,-,-,-,-,-,-,-,2035.0,N,Y,N,2.57,24.0,58,not avail.,not avail.,not avail.,not avail.,37412,1,0,12,5,82,41.18,23,46,31,95,FHFC TIC Report,0.13,0.12,0.37,0.55,0.63,0.45,0.43,0.59,0.32,0.6,0.58,0.19,0.07,0.11,0.0,0.06,0.03,0.04,266000.0,320000.0,122500.0,93700.0,118.0,140.0,70.0,125.0,138.0,141.0,65.0,114.0,0.0,180000.0,31.35,22.34,31.65,26.18,121020,1,-,-,New Construction,
1306,2563,800004110,-,10970000000,Gardenia Gardens Apartments,1727 NE 8th Avenue,Gainesville,32641,Alachua,Medium,Housing Credits 9%;Rental Assistance/HUD,100,100,100.0,,x,x,-,-,-,Family;Link,Ready for Occupancy,1967,1968,For-Profit,2064.0,29.657638008,-82.301998978,600,2,0,0,36,64,0,"Joe Richardson, 1727 NE 8th Avenue, Gainesville, 32601, contact phone: 3523718400, email: joe.richardson1@cox.net","Gardenia Garden Apartments Limited Partnership 1727 Northeast 8th Avenue -  Gainesville, FL 32641-  3523786992",20.0,0.0,80.0,0.0,0.0,not avail.,not avail.,1373,1478,not avail.,85,not avail.,not avail.,77,89,not avail.,98,,,1505400,-,x,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,-,-,-,2012,-,-,-,-,-,2064,-,-,-,-,2032,-,-,-,-,-,-,,Y,Y,N,2.7,6.0,88,4,-1,1,4,11013,43,13,17,7,20,14,84,16,0,89,HUD Picture of Subsidized Households,0.12,0.12,0.39,0.55,0.61,0.45,0.07,0.59,0.02,0.6,0.95,0.19,0.01,0.11,0.0,0.06,0.02,0.04,132250.0,320000.0,33250.0,93700.0,94.0,140.0,76.0,125.0,88.0,141.0,72.0,114.0,0.0,180000.0,41.63,22.34,30.7,26.18,100084,9,90,2025-04-22,not avail.,
7296,2698,-,-,6088100002,Glen Springs Home,2717 NW 31st Avenue,Gainesville,32605,Alachua,Medium,Legislative Appropriation,6,6,,,x,-,-,-,-,Persons with Disabilities,Ready for Occupancy,2016,2015,Non-Profit,2026.0,29.680568003,-82.36308897,1100,4,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,"Arc of Alachua County, Inc.",2.0,0.0,4.0,0.0,0.0,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,100,,,58500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,not avail.,N,N,1.0,,0,not avail.,not avail.,not avail.,not avail.,10887,0,33,67,0,0,16,100,0,0,6,FHFC TIC Report,0.08,0.12,0.7,0.55,0.3,0.45,0.43,0.59,0.73,0.6,0.07,0.19,0.06,0.11,0.06,0.06,0.08,0.04,360000.0,320000.0,118250.0,93700.0,131.0,140.0,98.0,125.0,129.0,141.0,79.0,114.0,235000.0,180000.0,17.55,22.34,42.7,26.18,not avail.,1,-,-,not avail.,
7466,2845,-,-,15969003000,Grove at Sweetwater Preserve,225 SE 19th Place,Gainesville,32641,Alachua,Medium,Housing Credits 9%;SAIL,96,96,,,x,-,-,-,-,Family;Link,Ready for Occupancy,2018,2020,For-Profit,2068.0,29.632306,-82.319219,700,2,0,24,36,28,8,not avail.,Pinnacle Housing Group LLC,29.0,0.0,67.0,0.0,0.0,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,not avail.,,,not avail.,-,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016,2016,-,-,-,-,-,-,-,-,2068,2068,-,-,-,-,-,-,-,-,-,-,,not avail.,N,N,3.17,10.0,78,not avail.,not avail.,not avail.,not avail.,17165,20,8,21,13,39,18.5,87,13,0,92,FHFC TIC Report,0.14,0.12,0.65,0.55,0.35,0.45,0.08,0.59,0.3,0.6,0.63,0.19,0.05,0.11,0.0,0.06,0.03,0.04,170000.0,320000.0,60250.0,93700.0,95.0,140.0,95.0,125.0,93.0,141.0,83.0,114.0,0.0,180000.0,27.83,22.34,37.94,26.18,not avail.,4,-,-,not avail.,
